boletin,fecha,materia,articulo,sesion,tramite,quorum,resultado,SERGIO AGUIL?,JENNY ALVAREZ,PEDRO PABLO ALVAREZ-SALAMANCA,OSVALDO ANDRADE,CLAUDIO ARRIAGADA,PEPE AUTH,RAM?N BARROS,GERM?N BECKER,JAIME BELLOLIO,BERNARDO BERGER,GABRIEL BORIC,PEDRO BROWNE,CRISTI?N CAMPOS,KAROL CARIOLA,LAUTARO CARMONA,LORETO CARVAJAL,JUAN LUIS CASTRO,GUILLERMO CERONI,FUAD CHAHIN,MARCELO CH?VEZ,DANIELLA CICARDINI,JUAN ANTONIO COLOMA,ALDO CORNEJO,FELIPE DE MUSSY,ROJO EDWARDS,SERGIO ESPEJO,MARCOS ESPINOSA,FIDEL ESPINOZA,DANIEL FARCAS,RAM?N FAR?AS,MAYA FERN?NDEZ,IV?N FLORES,IV?N FUENTES,GONZALO FUENZALIDA,SERGIO GAHONA,REN? MANUEL GARC?A,CRISTINA GIRARDI,JOAQU?N GODOY,RODRIGO GONZ?LEZ,HUGO GUTI?RREZ,ROMILIO GUTI?RREZ,GUSTAVO HASB?N,JAVIER HERN?NDEZ,MARCELA HERNANDO,MAR?A JOS? HOFFMANN,MIGUEL ?NGEL ALVARADO,GIORGIO JACKSON,ENRIQUE JARAMILLO,CARLOS ABEL JARPA,TUCAPEL JIM?NEZ,JOS? ANTONIO KAST,FELIPE KAST,ISSA KORT,JOAQU?N LAV?N,LUIS LEMUS,ROBERTO LE?N,FELIPE LETELIER,PABLO LORENZINI,JAVIER MACAYA,ROSAURO MART?NEZ,PATRICIO MELERO,DANIEL MELO,FERNANDO MEZA,VLADO MIROSEVIC,ANDREA MOLINA,CRISTI?N MONCKEBERG,NICOL?S MONCKEBERG,MANUEL MONSALVE,CELSO MORALES,JUAN ENRIQUE MORANO,CLAUDIA NOGUEIRA,IV?N NORAMBUENA,DANIEL N??EZ,MARCO ANTONIO N??EZ,PAULINA N??EZ,SERGIO OJEDA,JOS? MIGUEL ORTIZ,CLEMIRA PACHECO,DENISE PASCAL,DIEGO PAULSEN,JOS? P?REZ,LEOPOLDO P?REZ,JAIME PILOWSKY,ROBERTO POBLETE,YASNA PROVOSTE,JORGE RATHGEB,RICARDO RINC?N,GASPAR RIVAS,ALBERTO ROBLES,LUIS ROCAFULL,KARLA RUBILAR,JORGE SABAG,MARCELA SABAT,REN? SAFFIRIO,RA?L SALD?VAR,DAVID SANDOVAL,ALEJANDRO SANTANA,MARCELO SCHILLING,ALEJANDRA SEP?LVEDA,GABRIEL SILBER,ERNESTO SILVA,LEONARDO SOTO,ARTURO SQUELLA,JORGE TARUD,GUILLERMO TEILLIER,V?CTOR TORRES,RENZO TRISOTTI,JOAQU?N TUMA,MARISOL TURRES,JORGE ULLOA,CHRISTIAN UR?ZAR,IGNACIO URRUTIA,OSVALDO URRUTIA,CAMILA VALLEJO,PATRICIO VALLESP?N,ENRIQUE VAN RYSSELBERGHE,MARIO VENEGAS,GERM?N VERDUGO,MAT?AS WALKER,FELIPE WARD
10783-04,17 de jul de 2017 22:56 hrs.,Sobre Educaci?n Superior,"cuadrag?simo cuarto transitorio, incorporado por la Comisi?n de Educaci?n en su segundo informe.",47,PRIMER TR?MITE / SEGUNDO INFORME,LEY ORGANICA CONSTITUCIONAL,APROBADO,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,0,0,10,10,10,10,10,0,10,0,10,10,0,10,10,10,10,0,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10
10783-04,17 de jul de 2017 22:55 hrs.,Sobre Educaci?n Superior,"cuadrag?simo tercero transitorio, incorporado por la Comisi?n de Educaci?n en su segundo informe, con la modificaci?n propuesta por la Comisi?n de Hacienda.",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,0,10,10,0,10,10,10,10,0,10,10,0,10,10,10,10,0,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10
10783-04,17 de jul de 2017 22:54 hrs.,Sobre Educaci?n Superior,"incisos segundo y tercero del art?culo trig?simo tercero transitorio, trig?simo cuarto transitorio, trig?simo sexto transitorio, trig?simo s?ptimo transitorio, trig?simo octavo transitorio, trig?simo noveno transitorio y cuadrag?simo primero transitorio, todos en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe.",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,10,-10,10,10,10,-10,-10,-10,-10,-10,0,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,-10,-10,10,0,10,10,0,0,-10,10,-10,10,-10,10,10,0,-10,-10,0,-10,10,10,10,0,-10,0,-10,10,0,-10,-10,-10,-10,0,-10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,0,10,10,-10,10,-10,10,10,-10,-10,10,10,10,0,10,-10,10,10,10,-10,10,0,-10,0,-10,-10,10,10,-10,10,-10,10,-10
10783-04,17 de jul de 2017 22:54 hrs.,Sobre Educaci?n Superior,"letra e) del inciso primero del art?culo trig?simo tercero transitorio, en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,10,-10,10,10,10,-10,-10,-10,-10,-10,0,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,-10,-10,-5,0,10,10,0,0,-10,10,-10,10,10,10,10,0,-10,-10,0,-10,10,10,10,0,-10,0,-10,10,0,-10,-10,-10,-10,0,-10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,0,10,10,-10,10,-10,10,10,-10,-10,10,10,10,0,10,-10,10,10,10,-10,10,0,-10,0,-10,-10,10,10,-10,10,-10,10,-10
10783-04,17 de jul de 2017 22:53 hrs.,Sobre Educaci?n Superior,"letra d) del inciso primero del art?culo trig?simo tercero transitorio, en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,0,-10,10,10,10,-10,-10,-10,-10,-10,0,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,-10,-10,-5,0,10,10,0,0,-10,10,-10,10,-10,10,10,0,-10,-10,0,-10,10,10,10,0,-10,0,-10,10,0,-10,-10,-10,-10,0,-10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,0,10,10,-10,10,-10,10,10,-10,-10,10,10,10,0,10,-10,10,10,10,-10,10,0,-10,0,-10,-10,10,10,-10,10,-10,10,-10
10783-04,17 de jul de 2017 22:52 hrs.,Sobre Educaci?n Superior,"letra c) del inciso primero del art?culo trig?simo tercero transitorio, en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,0,-10,10,10,10,-10,-10,-10,0,-10,0,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,-10,-10,-5,0,10,10,0,0,-10,10,-10,10,-10,10,10,0,-10,-10,0,-10,10,10,10,0,-10,0,-10,10,0,-10,-10,-10,-10,0,-10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,0,10,10,-10,10,-10,10,10,-10,-10,10,10,10,0,10,-10,10,10,10,-10,10,0,-10,0,-10,-10,10,10,-10,10,-10,10,-10
10783-04,17 de jul de 2017 22:51 hrs.,Sobre Educaci?n Superior,"letra b) del inciso primero del art?culo trig?simo tercero transitorio, en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe.",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,0,-10,10,10,10,-10,-10,-10,-10,-10,0,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,-10,-10,-5,0,10,10,0,0,-10,10,-10,10,-10,10,10,0,-10,-10,0,-10,10,10,10,0,-10,0,-10,10,0,-10,-10,-10,-10,0,-10,10,-10,-10,10,10,0,10,10,10,10,-10,10,-10,10,10,10,-10,10,0,10,10,-10,10,-10,10,10,-10,-10,10,10,10,0,10,-10,10,10,10,-10,10,0,-10,0,-10,-10,10,10,-10,10,-10,10,-10
10783-04,17 de jul de 2017 22:50 hrs.,Sobre Educaci?n Superior,"letra a) del inciso primero del art?culo trig?simo tercero transitorio, en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe.",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,0,-5,10,10,10,-10,-10,-5,-10,-10,0,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,-10,-10,10,0,10,10,0,0,-10,10,-10,10,-10,10,10,0,-10,-10,0,-10,10,10,10,0,-10,0,-10,10,0,-10,-10,-10,-10,0,-10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,0,10,10,-10,10,-10,10,10,-10,-10,10,10,10,0,10,-10,10,10,10,-10,10,0,-10,0,-10,-10,10,10,-10,10,-10,10,-10
10783-04,17 de jul de 2017 22:50 hrs.,Sobre Educaci?n Superior,"encabezado del inciso primero del art?culo trig?simo tercero transitorio, en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe.",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,0,-10,10,10,10,-10,-10,-10,-10,-10,0,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,-10,-10,10,0,10,10,0,0,-10,10,-10,10,-10,10,10,0,-10,-10,0,-10,10,10,10,0,-10,0,-10,10,0,-10,-10,-10,-10,0,-10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,0,10,10,-10,10,-10,10,10,-10,-10,10,10,10,0,10,-10,10,10,10,-10,10,0,-10,0,-10,-10,10,10,-10,10,-10,10,-10
10783-04,17 de jul de 2017 22:49 hrs.,Sobre Educaci?n Superior,"trig?simo segundo transitorio, en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe.",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,0,10,10,10,10,10,10,10,10,-10,0,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,0,10,10,10,10,-10,10,10,0,-10,-10,0,10,10,10,10,0,10,0,10,10,0,-10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10
10783-04,17 de jul de 2017 22:48 hrs.,Sobre Educaci?n Superior,"inciso final del art?culo vig?simo octavo transitorio, en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,10,-10,10,10,10,-10,-10,-10,-10,-10,0,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,-10,-10,10,0,10,10,0,0,-10,10,-10,10,-10,10,10,0,-10,-10,0,-10,10,10,10,0,-10,0,-10,10,0,-10,-10,-10,-10,0,-10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,0,10,10,-10,10,-10,10,10,-10,-10,10,10,10,0,10,-10,10,10,10,-10,10,0,-10,0,-10,-10,10,10,-10,10,-10,10,-10
10783-04,17 de jul de 2017 22:48 hrs.,Sobre Educaci?n Superior,"vig?simo octavo transitorio, con la salvedad de su inciso final, en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe.",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,10,0,0,10,10,0,10,10,10,10,0,10,10,0,10,10,10,10,0,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10
10783-04,17 de jul de 2017 22:47 hrs.,Sobre Educaci?n Superior,"vig?simo tercero transitorio, en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe.",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,-10,-5,10,10,10,-5,-5,-5,-5,10,0,10,10,10,10,10,10,10,10,10,-5,10,-5,-5,-5,10,10,10,10,10,10,10,-5,-5,-5,10,0,10,10,0,0,10,10,-5,10,10,10,10,0,-5,-5,0,-5,10,10,10,0,-5,0,-5,-5,0,10,-5,-5,-5,0,-5,10,-5,-5,10,10,-5,10,10,-10,10,-5,10,-5,10,-10,10,-5,10,0,10,10,-5,10,-5,10,10,-5,-5,10,10,10,0,10,-5,10,10,10,-5,10,0,-5,0,-5,-5,10,10,-5,-5,-5,10,-5
10783-04,17 de jul de 2017 22:47 hrs.,Sobre Educaci?n Superior,"d?cimo octavo transitorio, en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe.",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,10,-10,10,10,10,-10,-10,-10,-10,10,0,10,10,10,10,10,10,10,-10,10,-10,-10,-10,-10,10,10,10,10,10,10,-10,-10,-10,-10,-10,-5,0,10,10,0,0,-10,10,-10,10,10,10,10,0,-10,-10,0,-10,10,-10,10,0,-10,0,-10,10,0,10,-10,-10,-10,0,-10,-10,-10,-10,10,10,-10,-10,10,10,10,-10,10,-10,10,10,-10,-10,-10,0,10,10,-10,10,-10,10,10,-10,-10,10,-10,10,0,10,-10,10,10,10,-10,10,0,-10,0,-10,-10,10,-10,-10,10,-10,10,-10
10783-04,17 de jul de 2017 22:46 hrs.,Sobre Educaci?n Superior,"d?cimo s?ptimo transitorio, en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe.",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,10,-5,10,10,10,-5,-5,-5,-5,10,0,10,10,10,10,10,10,10,10,10,-5,10,-5,-5,10,10,10,10,10,10,10,10,-5,-5,-5,10,0,10,10,0,0,-5,10,-5,10,10,10,10,0,-10,-10,0,-5,10,10,10,0,-5,0,-5,10,0,10,-5,-5,-5,0,-5,0,-5,-5,10,10,-5,10,10,10,10,-5,10,-5,10,10,10,-5,10,0,10,10,-5,10,-5,10,10,-5,-5,10,10,10,0,10,-5,10,10,10,-5,10,0,-5,0,-5,-5,10,10,-5,10,-5,10,-5
10783-04,17 de jul de 2017 22:45 hrs.,Sobre Educaci?n Superior,"resto del art?culo cuarto transitorio, en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe.",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,0,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,0,10,10,0,-5,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10
10783-04,17 de jul de 2017 22:45 hrs.,Sobre Educaci?n Superior,"inciso segundo del art?culo cuarto transitorio, en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe.",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,10,-10,10,10,10,-10,-10,-10,-10,-5,0,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,-10,-10,10,0,10,10,0,0,-10,10,-10,10,-5,10,10,0,-10,-10,0,-10,10,10,10,0,-10,0,-10,10,0,-5,-10,-10,-10,0,-10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,0,10,10,-10,10,-10,10,10,-10,-10,10,10,10,0,10,-10,10,10,10,-10,10,0,-10,0,-10,-10,10,10,-10,10,-10,10,-10
10783-04,17 de jul de 2017 22:44 hrs.,Sobre Educaci?n Superior,"tercero transitorio, en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe.",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,10,-10,10,10,10,-10,-10,-10,-10,-10,0,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,-10,-10,10,0,10,10,0,0,-10,10,-10,10,-10,10,10,0,-10,-10,0,-10,10,10,10,0,-10,0,-10,10,0,-10,-10,-10,-10,0,-10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,0,10,10,-10,10,-10,-10,10,-10,-10,10,10,10,0,10,-10,10,10,10,-10,10,0,-10,0,-10,-10,10,10,-10,10,-10,10,-10
10783-04,17 de jul de 2017 22:44 hrs.,Sobre Educaci?n Superior,"segundo transitorio, en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe.",47,PRIMER TR?MITE / SEGUNDO INFORME,LEY ORGANICA CONSTITUCIONAL,APROBADO,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,0,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10
10783-04,17 de jul de 2017 22:43 hrs.,Sobre Educaci?n Superior,122 propuesto por la Comisi?n de Hacienda que reemplaza los art?culos 121 y 122 incorporados por la Comisi?n de Educaci?n en su segundo informe.,47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,10,10,-10,10,10,10,10,10,10,-10,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,10,10,10,10,-10,-10,10,-5,-10,-5,-10,10,10,10,-10,0,-10,-10,0,0,10,-10,10,-10,-10,10,-10,0,10,10,0,10,-10,10,-10,0,10,0,10,-10,0,-10,10,10,10,0,10,10,10,10,-10,10,10,-10,10,-10,-10,10,10,10,-5,-10,-10,10,-10,0,-10,-10,10,10,10,-10,-10,10,10,10,-10,-10,0,-10,10,10,-10,-10,10,10,0,10,0,10,10,-10,-10,10,10,10,10,10
10783-04,17 de jul de 2017 22:42 hrs.,Sobre Educaci?n Superior,"120, en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe.",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,10,-10,10,10,10,-10,-10,-10,-10,10,0,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,-10,-10,10,0,10,10,0,0,-10,10,-10,10,10,10,10,0,-10,-10,0,-10,10,10,10,0,-10,0,-10,10,0,10,-10,-10,-10,0,-10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,0,10,10,-10,10,-10,10,10,-10,-10,10,10,10,0,10,-10,10,10,10,-10,10,0,-10,0,-10,-10,10,10,-10,10,-10,10,-10
10783-04,17 de jul de 2017 22:42 hrs.,Sobre Educaci?n Superior,"numeral 14) del art?culo 119, en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe.",47,PRIMER TR?MITE / SEGUNDO INFORME,LEY ORGANICA CONSTITUCIONAL,APROBADO,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,0,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10
10783-04,17 de jul de 2017 22:41 hrs.,Sobre Educaci?n Superior,"numeral 7) del art?culo 118, en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe.",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,0,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10
10783-04,17 de jul de 2017 22:41 hrs.,Sobre Educaci?n Superior,"numerales 1), 2), 3), 4), 5) y 6) del art?culo 118, en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe.",47,PRIMER TR?MITE / SEGUNDO INFORME,LEY ORGANICA CONSTITUCIONAL,APROBADO,10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,0,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10
10783-04,17 de jul de 2017 22:40 hrs.,Sobre Educaci?n Superior,"85, 88, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 104, 105, 106, 108, 109, 110, 111, 112, 113 y 114 en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe.",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,10,-10,10,10,10,-10,-10,-10,-10,-10,0,10,0,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,-10,-10,10,0,10,10,0,0,-10,10,-10,10,-10,10,10,0,-10,-10,0,-10,10,10,10,0,-10,0,-10,10,0,-10,-10,-10,-10,0,-10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,0,10,10,-10,10,-10,10,10,-10,-10,10,10,10,0,10,-10,10,10,10,-10,10,0,-10,0,-10,-10,10,10,-10,10,-10,10,-10
10783-04,17 de jul de 2017 22:40 hrs.,Sobre Educaci?n Superior,"107, en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe.",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,-10,0,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,0,10,10,10,10,-10,10,10,0,10,-10,0,10,10,10,10,0,10,0,10,10,0,-10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10
10783-04,17 de jul de 2017 22:39 hrs.,Sobre Educaci?n Superior,"Declaraci?n de inadmisibilidad respecto de la siguiente indicaci?n declarada inadmisible por la Comisi?n de Educaci?n en su segundo informe, de cuyo tenor dar? lectura el se?or Secretario: Para agregar en el art?culo 107 el siguiente inciso final: ?La Subsecretar?a de Educaci?n Superior, en los casos se?alados en los incisos precedentes, determinar? los mecanismos de ayuda arancelaria para cubrir los porcentajes determinados pudiendo ser mediante una beca especial en casos de m?rito acad?mico en la trayectoria o mediante el sistema de cr?dito que corresponda?.",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,-5,10,10,10,10,10,10,-10,10,10,10,10,10,-5,10,-10,-10,-10,10,10,10,-10,0,-10,10,0,0,10,-10,10,-10,10,10,-10,0,10,10,0,10,10,-10,10,0,10,0,10,10,0,10,10,10,10,0,10,-10,10,10,10,10,10,-10,10,10,-5,10,10,10,10,10,-10,10,-10,0,-10,-10,10,10,10,10,0,10,10,10,-10,10,0,10,10,10,10,-10,10,10,0,10,0,10,10,10,10,10,10,10,10,10
10783-04,17 de jul de 2017 22:36 hrs.,Sobre Educaci?n Superior,"105, incorporado por la Comisi?n de Hacienda y que la Comisi?n de Educaci?n propone suprimir en su segundo informe.",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,-10,10,10,10,-10,0,10,-5,-5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,0,10,10,10,10,-10,10,10,0,-10,-10,0,10,10,10,10,0,10,0,10,10,0,-10,10,10,10,0,10,10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,-10,-10,10,10,10,10,10,10,10,10,-10,10,0,10,10,10,-5,10,10,10,0,10,0,10,10,-5,10,10,10,10,10,10
10783-04,17 de jul de 2017 22:35 hrs.,Sobre Educaci?n Superior,"resto del art?culo 103, en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe.",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,10,-10,10,10,10,-10,-10,-10,-10,0,0,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,-10,-10,-5,0,10,10,0,0,-10,10,-10,10,-10,10,10,0,-10,-10,0,-10,0,10,10,0,-10,0,-10,10,0,-10,-10,-10,-10,0,-10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,0,10,10,-10,10,-10,10,10,-10,-10,10,10,10,0,10,-10,10,10,10,-10,10,0,-10,0,-10,-10,10,10,10,10,-10,10,-10
10783-04,17 de jul de 2017 22:35 hrs.,Sobre Educaci?n Superior,"letra a) del art?culo 103, en los t?rminos propuestos por la Comisi?n de Educaci?n en su segundo informe.",47,PRIMER TR?MITE / SEGUNDO INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,-10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,0,10,10,10,10,-10,10,10,0,-10,-10,0,10,10,10,10,0,10,0,10,10,0,-10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10
